time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_xo,pos_yo,pos_zo,vel_xo,vel_yo,vel_zo,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel,thrust_z,force_x,force_y,force_z,torque_x,torque_y,torque_z,pos_xd,pos_yd,pos_zd,vel_xd,vel_yd,vel_zd,roll_d,pitch_d,yaw_d,roll_vel_d,pitch_vel_d,yaw_vel_d,pos_xr,pos_yr,pos_zr,vel_xr,vel_yr,vel_zr
0.050001668930053714,-0.002546817297115922,-0.04945638030767441,0.18198144435882568,0.0,0.0,0.0,-0.002546817297115922,-0.04945638030767441,0.18198144435882568,0.0,0.0,-1.6320271652639708e-13,0.061024390443633614,-0.0055660677013302795,0.0026121631250113353,0.0007551220478489995,-0.0022427451331168413,0.0005967011675238613,0.0,2.6302216001366014e-14,-3.603916105917326e-15,12.949199999999461,0.0,0.0,0.0,0.0,0.0,9.079131562299719e-20,0.0,0.0,1.6320271652639708e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10000166893005372,-0.0026003795210272074,-0.04948059469461441,0.18201430141925812,-0.0014078233860579915,0.002092973076419254,-0.0019897089397726887,-0.0026003795210272074,-0.04948059469461441,0.18201188260253742,-0.0014078233860579915,0.002092973076419254,-0.002134377578585085,0.06368842072278635,-0.0036751980675076013,0.00194738795566618,0.0015056343981996179,-0.0008141507860273122,0.0007999723311513663,0.0,-1.1108786002909898,-0.1797442173392665,16.536835378109032,0.0,0.0,0.0,0.0,0.0,2.4188167206964293e-06,0.0,0.0,0.00014466863881239646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.418575286865234e-06,0.0,0.0,0.0001446590423583
0.15000166893005373,-0.0026003795210272074,-0.04948059469461441,0.18201430141925812,-0.0012542967210251704,0.0014106250373320942,-0.0021414065356734134,-0.0026003795210272074,-0.04948059469461441,0.18199513359553093,-0.0012542967210251704,0.0014106250373320942,-0.002712805981528248,0.06368842072278635,-0.0036751980675076013,0.00194738795566618,-0.0011374792084097862,-0.0009337703231722118,-0.000832573277875781,0.0,-2.024098185355824,-0.4470492613227702,20.155396440882303,0.0,0.0,0.0,0.0,0.0,1.9167823727181827e-05,0.0,0.0,0.0005713994458548344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9166870117187512e-05,0.0,0.0,0.0005713806152343
0.20000166893005372,-0.001718149520456791,-0.04827871546149254,0.1848667860031128,0.02236903495491009,0.02229285775031753,0.09499364793254905,-0.001718149520456791,-0.04827871546149254,0.18480270595412548,0.02236903495491009,0.02229285775031753,0.09372423584114734,0.0463826078856302,-0.002464320167926637,-0.002829697016457189,-0.1757616251707077,0.10447756201028824,0.037498936057090745,0.0,-0.10162457338096542,0.11058309718071592,12.428850244591647,0.0,0.0,0.0,0.0,0.0,6.408004898730859e-05,0.0,0.0,0.001269412091401714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.407793045043952e-05,0.0,0.0,0.0012693843841552
0.2500016689300537,0.00044489189167506993,-0.04655405133962631,0.1900046169757843,0.04175533196951752,0.02835735538545499,0.09508369762831004,0.00044489189167506993,-0.04655405133962631,0.18985416403858227,0.04175533196951752,0.02835735538545499,0.09285563405364425,0.033384758785319324,0.00022671857126521644,-0.006948119910595629,-0.11419478058815002,0.11753687262535095,0.03174068778753279,0.0,0.6282100389259884,0.24844673269542927,8.870263555421243,0.0,0.0,0.0,0.0,0.0,0.0001504529372020279,0.0,0.0,0.002228063574665794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015044921875,0.0,0.0,0.00222802734375
0.3000016689300537,0.005349654238671064,-0.044494371861219406,0.19036437571048737,0.10776852590372007,0.036534819289987204,-0.08976128042227773,0.005349654238671064,-0.044494371861219406,0.1900733204942269,0.10776852590372007,0.036534819289987204,-0.09319812864623912,0.03458710894544215,0.02116757492497756,0.0011258512440015522,-0.04839591309428215,0.43105241656303406,0.013980966061353631,0.0,0.4280602743234797,0.2144870734125684,9.286347627970576,0.0,0.0,0.0,0.0,0.0,0.00029105521626046795,0.0,0.0,0.003436848223961396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002910494804382,0.0,0.0,0.003436803817749
0.3500016689300537,0.006416266318410635,-0.044239819049835205,0.18943335115909576,0.11056294748751148,0.025628903588704826,-0.164530540922698,0.006416266318410635,-0.044239819049835205,0.18893521739540076,0.11056294748751148,0.025628903588704826,-0.1694159386194024,0.03961626087897274,0.019864346965350776,0.0012462422633188197,0.1426420360803604,-0.654778242111206,-0.032797437161207116,0.0,-0.26039174312414715,0.044554386733113155,11.64099887751238,0.0,0.0,0.0,0.0,0.0,0.0004981337636950122,0.0,0.0,0.0048853976967044065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004981256103515,0.0,0.0,0.0048853454589843
0.4000016689300537,0.006416266318410635,-0.044239819049835205,0.18943335115909576,0.0585962224506291,0.0037392113493417956,0.04435022702599104,0.006416266318410635,-0.044239819049835205,0.1886499306859594,0.0585962224506291,0.0037392113493417956,0.03778674604657877,0.03961626087897274,0.019864346965350776,0.0012462422633188197,-0.06666684150695801,0.20377543568611142,-0.1823941618204117,0.0,-0.849295019981092,-0.09049760443115332,14.127571845810913,0.0,0.0,0.0,0.0,0.0,0.0007834204731363775,0.0,0.0,0.00656348097941227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007834095191955,0.0,0.0,0.0065634212493896
0.45000166893005367,0.011922743171453476,-0.0415213406085968,0.18895962834358215,0.03930238724969026,0.013488229699722156,0.11101771856220932,0.011922743171453476,-0.0415213406085968,0.18780148922281345,0.03930238724969026,0.013488229699722156,0.10255671417450532,0.0464868238290288,-0.007477467036066443,-0.012386317484323506,-0.054724399000406265,-0.13237284123897552,-0.012054592370986923,0.0,-0.45988354889528055,0.05946100076764322,12.725483183304389,0.0,0.0,0.0,0.0,0.0,0.0011581391207686914,0.0,0.0,0.008461004387703997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001158125,0.0,0.0,0.0084609375
0.5000016689300537,0.014433222822844982,-0.04019477963447571,0.19632591307163239,0.07134762606624996,0.030186054832339913,0.12269051756013515,0.014433222822844982,-0.04019477963447571,0.1946929008398478,0.07134762606624996,0.030186054832339913,0.11212250599383498,0.062471632453753756,0.007338958740755963,-0.004813056725740061,-0.0766708254814148,-0.05646264925599098,0.01670206710696221,0.0,-0.40554201347655994,0.0041473528545735855,12.61972725386878,0.0,0.0,0.0,0.0,0.0,0.001633012231784572,0.0,0.0,0.010568011566300163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016329945945739,0.0,0.0,0.0105679378509521
0.5500016689300538,0.018996920436620712,-0.03792264685034752,0.20179378986358643,0.08909344846777952,0.03865500698256825,0.10891890752028777,0.018996920436620712,-0.03792264685034752,0.1995755219167462,0.08909344846777952,0.03865500698256825,0.09604422403126486,0.059216076617950364,0.012884777776290601,0.0038416589372278764,0.00715298717841506,-0.028701793402433392,0.01875000819563866,0.0,-0.6896628990400965,-0.10911873462109832,13.19668362501576,0.0,0.0,0.0,0.0,0.0,0.0022182679468402055,0.0,0.0,0.012874683489022898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022182464599609,0.0,0.0,0.0128746032714843
0.6000016689300538,0.02444876730442047,-0.03556164726614952,0.20706772804260254,0.11284150115403026,0.044275839091993355,0.10961182845956911,0.02444876730442047,-0.03556164726614952,0.2041440811540921,0.11284150115403026,0.044275839091993355,0.09424049000077321,0.06790282822612426,0.012693528555005607,0.007483016484046701,0.06711277365684509,-0.09008032083511351,0.07176754623651506,0.0,-0.6034726924508029,-0.0910431657454851,12.45159143098539,0.0,0.0,0.0,0.0,0.0,0.002923646888510422,0.0,0.0,0.015371338458795902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029236212348938,0.0,0.0,0.0153712520599365
0.6500016689300538,0.03068450838327408,-0.03310374543070793,0.21154889464378357,0.13150317299832573,0.04392478853863065,0.08956536239995068,0.03068450838327408,-0.03310374543070793,0.2077904856160398,0.13150317299832573,0.04392478853863065,0.07151693029230624,0.07121207467933166,0.0030320202598792534,0.010680289192901427,0.10046829283237457,-0.09651608020067214,0.05748591572046281,0.0,-0.6095309611018802,-0.08541160732668654,12.044603207131589,0.0,0.0,0.0,0.0,0.0,0.003758409027743777,0.0,0.0,0.018048432107644435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375837890625,0.0,0.0,0.01804833984375
0.7000016689300539,0.03068450838327408,-0.03310374543070793,0.21154889464378357,0.15498724097812763,0.05430739574618076,0.025903741793694108,0.03068450838327408,-0.03310374543070793,0.20681755409346594,0.15498724097812763,0.05430739574618076,0.005007184396998789,0.07121207467933166,0.0030320202598792534,0.010680289192901427,0.05100461468100548,-0.10985597968101501,0.01291971188038589,0.0,-0.7014528235088082,-0.09798135089438785,12.134885432441092,0.0,0.0,0.0,0.0,0.0,0.004731340550317629,0.0,0.0,0.02089655739669532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047313056755066,0.0,0.0,0.0208964595794678
0.7500016689300539,0.03068450838327408,-0.03310374543070793,0.21154889464378357,0.16515639952785402,0.0601553727994511,-0.008503022452894898,0.03068450838327408,-0.03310374543070793,0.20569813392049036,0.16515639952785402,0.0601553727994511,-0.03240946706907183,0.07121207467933166,0.0030320202598792534,0.010680289192901427,0.03679141774773598,-0.15051282942295074,0.027899688109755533,0.0,-0.8341769568582688,-0.14056732654876752,12.536462889584815,0.0,0.0,0.0,0.0,0.0,0.005850760723293212,0.0,0.0,0.023906444616176928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058507208251953,0.0,0.0,0.0239063415527344
0.800001668930054,0.05426487699151039,-0.024218495935201645,0.21055452525615692,0.1719347336084989,0.06508229202702541,-0.053479563353709285,0.05426487699151039,-0.024218495935201645,0.2034299964946862,0.1719347336084989,0.06508229202702541,-0.08054852473912852,0.08147106537960136,-0.023733362351952003,0.012415863194200405,0.044626738876104355,-0.1668677031993866,0.03109368495643141,0.0,-0.9290537055506076,-0.1712115414218245,12.859383686494924,0.0,0.0,0.0,0.0,0.0,0.007124528761470722,0.0,0.0,0.02706896138541923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071244835853576,0.0,0.0,0.0270688533782959
