time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_xo,pos_yo,pos_zo,vel_xo,vel_yo,vel_zo,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel,thrust_z,force_x,force_y,force_z,torque_x,torque_y,torque_z,pos_xd,pos_yd,pos_zd,vel_xd,vel_yd,vel_zd,roll_d,pitch_d,yaw_d,roll_vel_d,pitch_vel_d,yaw_vel_d
0.05000092800001994,-0.02404267154633999,-0.039725519716739655,0.18529701232910156,0.0,0.0,0.0,-0.02404267154633999,-0.039725519716739655,-0.21470298767106377,0.0,0.0,-3.5635174310118593e-07,0.0826085469242579,-0.0020085963616955915,-0.0041788700989076055,-0.0004118911747355014,-0.0029240613803267483,-0.002260462380945682,0.0,0.0,0.0,13.442879247384981,0.0,0.0,0.0,0.0,0.0,0.40000000000016533,0.0,0.0,3.5635174310118593e-07,0.0,0.0,0.0,0.0,0.0,0.0
0.10000092800001995,-0.023951170966029167,-0.039784133434295654,0.1853105127811432,-0.004462731686928604,0.0004932603388312611,-3.6751942107564915e-05,-0.023951170966029167,-0.039784133434295654,-0.21515689430692198,-0.004462731686928604,0.0004932603388312611,-0.018484237857658826,0.0798328701316171,-0.002578425851448518,-0.0053259296696346325,-0.0004118911747355014,-0.0029240613803267483,-0.002260462380945682,0.0,0.12622402561828494,0.2085589785128832,18.824778634430526,0.0,0.0,0.0,0.0,0.0,0.40046740708806516,0.0,0.0,0.018447485915551263,0.0,0.0,0.0,0.0,0.0,0.0
0.15000092800001996,-0.024033408612012863,-0.03974007070064545,0.18534347414970398,-0.004462731686928604,0.0004932603388312611,-3.6751942107564915e-05,-0.024033408612012863,-0.03974007070064545,-0.21647716628733282,-0.004462731686928604,0.0004932603388312611,-0.035484722281134216,0.08373149834336235,-0.0015283780034485162,-0.004858817285323891,0.0007185378926806152,-0.003998433239758015,-0.002205302473157644,0.0,0.16589421286324196,0.21502463886717793,19.06820452662963,0.0,0.0,0.0,0.0,0.0,0.4018206404370368,0.0,0.0,0.03544797033902665,0.0,0.0,0.0,0.0,0.0,0.0
0.20000092800001995,-0.024072352796792984,-0.03962717950344086,0.18571314215660095,-0.0035445403920190527,0.00684425081625118,0.027625072172995372,-0.024072352796792984,-0.03962717950344086,-0.21827637177797998,-0.0035445403920190527,0.00684425081625118,-0.023461823110865223,0.08508863294651281,-3.205592446864358e-05,-0.002103005615719855,-0.10588916391134262,0.009841216728091245,0.042430274188518524,0.0,0.17253688983051008,0.2247146798571467,19.31944879932389,0.0,0.0,0.0,0.0,0.0,0.40398951393458093,0.0,0.0,0.051086895283860595,0.0,0.0,0.0,0.0,0.0,0.0
0.25000092800001994,-0.02287888526916504,-0.03800944983959198,0.19436945021152496,0.0358676669204775,0.02450341104430238,0.17499085978705892,-0.02287888526916504,-0.03800944983959198,-0.21253853340074025,0.0358676669204775,0.02450341104430238,0.10954596171761527,0.07812484179974621,-0.001338775066958231,0.0003227472967157752,-0.06748106330633163,0.23986613750457764,0.07284992933273313,0.0,0.1719486721318973,0.18544727857778007,19.247915865248125,0.0,0.0,0.0,0.0,0.0,0.4069079836122652,0.0,0.0,0.06544489806944365,0.0,0.0,0.0,0.0,0.0,0.0
0.30000092800001993,-0.020061349496245384,-0.03604143112897873,0.21361775696277618,0.15144927491956162,0.023337008898991256,0.5790836888005017,-0.020061349496245384,-0.03604143112897873,-0.19689617376027213,0.15144927491956162,0.023337008898991256,0.5004853031001323,0.07944183335184851,0.017692591261632806,0.004330010487953118,0.09966342896223068,0.23171305656433105,0.08370833098888394,0.0,-0.12962510310994885,0.0514262044330294,17.578410467075358,0.0,0.0,0.0,0.0,0.0,0.4105139307230483,0.0,0.0,0.0785983857003694,0.0,0.0,0.0,0.0,0.0,0.0
0.3500009280000199,-0.015271133743226528,-0.03353160247206688,0.25530651211738586,0.11195296471804847,0.030216112821106103,0.7849587457146847,-0.015271133743226528,-0.03353160247206688,-0.1594424433441226,0.11195296471804847,0.030216112821106103,0.6943390030795236,0.06647340214893838,0.02736006317507389,0.008767569630149907,0.020003343001008034,0.0019076564349234226,0.09921461343765259,0.0,-1.0246901291395032,0.058294274521622794,12.647688039566187,0.0,0.0,0.0,0.0,0.0,0.4147489554615085,0.0,0.0,0.09061974263516119,0.0,0.0,0.0,0.0,0.0,0.0
0.4000009280000199,-0.011544318869709969,-0.0294119231402874,0.2973605990409851,0.14108555831521233,0.05189179905427802,0.850520146533116,-0.011544318869709969,-0.0294119231402874,-0.1221975817848765,0.14108555831521233,0.05189179905427802,0.7489426177675998,0.06313751859350214,0.014549558612205526,0.01368555969655283,-0.0594649575650692,-0.27820611000061035,0.08780965954065326,0.0,-0.7502491151731935,0.00033603640595215173,9.44057984218845,0.0,0.0,0.0,0.0,0.0,0.4195581808258616,0.0,0.0,0.10157752876551616,0.0,0.0,0.0,0.0,0.0,0.0
0.4500009280000199,-0.00806686095893383,-0.025201430544257164,0.334663063287735,0.1489892795365469,0.05099277022311326,0.750707313323658,-0.00806686095893383,-0.025201430544257164,-0.09022700285585028,0.1489892795365469,0.05099277022311326,0.6391706452693268,0.09763571379017844,-0.005279035880977556,0.02850561845449917,-0.00013202690752223134,-0.440130352973938,0.034431409090757426,0.0,-0.9944590990775547,-0.1802391847926939,7.843620558489063,0.0,0.0,0.0,0.0,0.0,0.42489006614358527,0.0,0.0,0.11153666805433128,0.0,0.0,0.0,0.0,0.0,0.0
0.5000009280000199,-0.004259204957634211,-0.020566726103425026,0.36121630668640137,0.14191524626525248,0.06300272193512359,0.4474678402663668,-0.004259204957634211,-0.020566726103425026,-0.06947992311797291,0.14191524626525248,0.06300272193512359,0.3269092120056939,0.07166414571427548,-0.028937344495623574,0.015562599234350216,0.042484596371650696,-0.5402547717094421,0.022469470277428693,0.0,-1.0773474186506717,-0.19070830953108425,8.284349757677441,0.0,0.0,0.0,0.0,0.0,0.4306962298043743,0.0,0.0,0.1205586282606729,0.0,0.0,0.0,0.0,0.0,0.0
