time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,pos_xo,pos_yo,pos_zo,vel_xo,vel_yo,vel_zo,roll,pitch,yaw,roll_vel,pitch_vel,yaw_vel,thrust_z,force_x,force_y,force_z,torque_x,torque_y,torque_z,pos_xd,pos_yd,pos_zd,vel_xd,vel_yd,vel_zd,roll_d,pitch_d,yaw_d,roll_vel_d,pitch_vel_d,yaw_vel_d
0.005,-0.007618399549237988,0.013070062824192295,0.9786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,-0.00356138680609045,0.012940587681786136,-0.010364117637349015,-0.017589046021206863,0.014798871424325644,-0.008808290662469562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,-0.007720511860130374,0.01323018669334018,0.9766923943171925,-0.017968596748459888,0.020008662879512792,-0.4169019339565368,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,-0.003127125871705928,0.013154754916658892,-0.010425896648589386,0.2821784638493534,0.09160750877670534,-0.01699210093025223,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.40000478721917954,0.0,0.0,0.001912335339540464,0.0,0.0,0.0,0.0,0.0,0.0
0.015,-0.007784889018159118,0.013229423963586801,0.9744658717269618,-0.007319117029219432,-0.015464983233164229,-0.4537946858811433,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,-0.00022587845996321814,0.01400721766487807,-0.01053764098446835,0.7883368010050814,0.242860466903189,-0.024715209333382254,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.4000190979065458,0.0,0.0,0.0038094025529743134,0.0,0.0,0.0,0.0,0.0,0.0
0.02,-0.007790923649838099,0.013161029032928121,0.9720330068213302,0.0033434629423438637,-0.0028305207183693115,-0.4983505367353019,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.003622802903581521,0.015681593421561533,-0.010660412330970667,0.6037367624158315,0.39106020819496673,-0.023451952237548507,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.4000428559502358,0.0,0.0,0.00569129306608472,0.0,0.0,0.0,0.0,0.0,0.0
0.025,-0.007773653542325096,0.013209282674164668,0.9695422435449708,0.0004227951078195052,0.01929224983089031,-0.5359639421268951,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.005636453073622547,0.017553554220161922,-0.010754340529640789,0.29110722558690477,0.3420129744105807,-0.019125025321540784,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.40007598569429814,0.0,0.0,0.0075580978180245905,0.0,0.0,0.0,0.0,0.0,0.0
0.030000000000000002,-0.007809619666055893,0.013290081052318973,0.9667001136247938,-0.013215426714045173,0.005957541825000763,-0.5763495835030982,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.007390645773980879,0.018746741801284956,-0.010827494933601614,0.49005383930591967,0.14724849360098455,-0.012779275567103579,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.40011841193626585,0.0,0.0,0.009409907263744853,0.0,0.0,0.0,0.0,0.0,0.0
0.035,-0.007879652220975706,0.013257828601862906,0.9636550478269126,-0.010400834378070607,-0.014440351685733387,-0.6149873724347312,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.010783378807242002,0.01947041378177492,-0.010864977469415376,0.7830787435775908,0.19152687394894843,-0.004670187557214089,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.40017005992474053,0.0,0.0,0.011246811376411116,0.0,0.0,0.0,0.0,0.0,0.0
0.04,-0.007895474482478524,0.013209841614808506,0.9606042896668799,0.0022706918853443465,0.00029406743059078727,-0.6538699610498696,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.014218638333637946,0.020874079017284306,-0.010847623525603915,0.5685920123776459,0.3717635049517278,0.0038365199025380305,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.400230855356991,0.0,0.0,0.01306889964980876,0.0,0.0,0.0,0.0,0.0,0.0
0.045,-0.007883351494942506,0.013277028742296052,0.9571662298372082,-0.001618016394901332,0.022224479392831217,-0.691282155558647,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.016171323127167573,0.02275818943295636,-0.010780220949838033,0.2543075964366575,0.3114595832874774,0.010900357183641768,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.40030072437656083,0.0,0.0,0.014876261100736476,0.0,0.0,0.0,0.0,0.0,0.0
0.049999999999999996,-0.007930844122347461,0.013369590608782905,0.9535338386800755,-0.015128597400006036,0.008319739592091174,-0.7312161757049709,-0.007618399549237988,0.013070062824192295,0.5786007131513135,-0.023379319114845847,0.0409485372786782,-0.3717517864832197,0.017769870088664912,0.023786750380239717,-0.010687962264631897,0.4559385015754732,0.12186511866848852,0.018113787401351788,0.0,0.2188483888620702,-0.3818741400088978,3.1600774089789754,0.0,0.0,0.0,0.0,0.0,0.4003795935708907,0.0,0.0,0.016668984271388368,0.0,0.0,0.0,0.0,0.0,0.0
